word                           	 ipa                            	 ipa_model                      
degreasing                     	 degreasing*                    	 dɪgrisɪŋ                      
electrification                	 ɪlɛktrəfɪkeʃən                 	 ɪlɛktrəfɪkeʃən                
ceramics                       	 səræmɪks                       	 səræmɪks                      
friendlier                     	 frɛndliər                      	 frɛndliər                     
meaningless                    	 minɪŋləs                       	 minɪŋləs                      
unhandsome                     	 unhandsome*                    	 ənhænsəm                      
thicke                         	 thicke*                        	 θɪk                           
flatbed                        	 flætbɛd                        	 flætbɛd                       
solvents                       	 sɔlvənts                       	 sɔlvənts                      
potheads                       	 potheads*                      	 pɑðhɛdz                       
silently                       	 saɪləntli                      	 saɪləntli                     
appreciable                    	 əpriʃəbəl                      	 əpriʃəbəl                     
wallops                        	 wɑləps                         	 wɑləps                        
ironsides                      	 aɪərnsaɪdz                     	 aɪrənsaɪdz                    
moshing                        	 moshing*                       	 mɔʃɪŋ                         
unpredict                      	 unpredict*                     	 ənprɪdɪkt                     
conceptualized                 	 conceptualized*                	 kənsɛpʧuəlzd                  
center                         	 sɛnər                          	 sɛntər                        
diminishment                   	 dɪmɪnɪʃmənt                    	 dɪmɪnɪʃmənt                   
elusion                        	 elusion*                       	 ɪluʒən                        
precis                         	 presi                          	 presi                         
philosophizes                  	 philosophizes*                 	 fəlɑsəfaɪzɪz                  
respond                        	 rɪspɑnd                        	 rɪspɑnd                       
foppishness                    	 foppishness*                   	 fɑpɪʃnəs                      
longshoreman                   	 longshoreman*                  	 lɔŋʃɔrmən                     
pupil                          	 pjupəl                         	 pjupəl                        
ibm                            	 ibm*                           	 ɪbm                           
treacherously                  	 treacherously*                 	 trɛʧərəsli                    
marinas                        	 mərinəz                        	 mərinəz                       
officiousness                  	 officiousness*                 	 əfɪʃəsnɪs                     
preconceived                   	 prikənsivd                     	 prikənsivd                    
favour                         	 fevər                          	 fevər                         
reserving                      	 rɪzərvɪŋ                       	 rɪzərvɪŋ                      
ruggedly                       	 rəgədli                        	 rəgədli                       
pilcher                        	 pɪlʧər                         	 pɪlʧər                        
detune                         	 detune*                        	 dɪtun                         
habiliment                     	 habiliment*                    	 həbɪlɪmənt                    
observational                  	 observational*                 	 ɑbzərveʃənəl                  
uniform                        	 junəfɔrm                       	 junəfɔrm                      
mungo                          	 məŋgoʊ                         	 məŋgoʊ                        
superceded                     	 superceded*                    	 supərsidɪd                    
kazi                           	 kazi*                          	 kəzi                          
representations                	 rɛprəzənteʃənz                 	 rɛprəzənteʃənz                
belle                          	 bɛl                            	 bɛl                           
congratulated                  	 kəngræʧəletɪd                  	 kəngræʧəletɪd                 
boomtown                       	 bumtaʊn                        	 bumtoʊn                       
cage                           	 keʤ                            	 keʤ                           
preperitoneal                  	 preperitoneal*                 	 pripɪrɪtoʊniəl                
confounds                      	 kənfaʊndz                      	 kənfaʊndz                     
unmount                        	 unmount*                       	 ənmaʊnt                       
alternation                    	 ɔltərneʃən                     	 ɔltərneʃən                    
flanken                        	 flanken*                       	 flæŋkən                       
clos                           	 klɑs                           	 kloʊs                         
carrell                        	 kɑrel                          	 kærɛl                         
plebian                        	 plebian*                       	 plibiən                       
haff                           	 hæf                            	 hæf                           
briton                         	 brɪtən                         	 brɪtən                        
yippie                         	 yippie*                        	 jɪpi                          
groaned                        	 groʊnd                         	 groʊnd                        
beads                          	 bidz                           	 bidz                          
pinches                        	 pinches*                       	 pɪnʧɪz                        
causations                     	 causations*                    	 kɔzeʃənz                      
reverent                       	 rɛvərənt                       	 rɛvərənt                      
overran                        	 oʊvərræn                       	 oʊvərræn                      
elevato                        	 elevato*                       	 ɛləvetoʊ                      
woofs                          	 woofs*                         	 wufs                          
watchings                      	 watchings*                     	 wɑʧɪŋz                        
google                         	 gugəl                          	 gugəl                         
fulani                         	 fulɑni                         	 fəleni                        
muley                          	 muley*                         	 mjuli                         
disabused                      	 dɪsəbjuzd                      	 dɪsəbjuzd                     
procreative                    	 procreative*                   	 proʊkrietɪv                   
bolognas                       	 bolognas*                      	 bəloʊŋɑz                      
eleventh                       	 ilɛvənθ                        	 ilɛvənθ                       
necrophagous                   	 necrophagous*                  	 nɛkrəfəgəs                    
concentrations                 	 kɑnsəntreʃənz                  	 kɑnsəntreʃənz                 
worldwide                      	 wərldwaɪd                      	 wərldwaɪd                     
cathouses                      	 cathouses*                     	 kæθaʊsɪz                      
deadlocked                     	 dɛdlɑkt                        	 dɛdlɑkt                       
tails                          	 telz                           	 telz                          
joiner                         	 ʤɔɪnər                         	 ʤɔɪnər                        
gloat                          	 gloʊt                          	 gloʊt                         
martyrized                     	 martyrized*                    	 mɑrtəraɪzd                    
reinvested                     	 riɪnvɛstɪd                     	 riɪnvɛstɪd                    
cord                           	 kɔrd                           	 kɔrd                          
flintstone                     	 flɪntstoʊn                     	 flɪntstoʊn                    
disposables                    	 dɪspoʊzəbəlz                   	 dɪspoʊzəbəlz                  
parentless                     	 parentless*                    	 pɛrəntləs                     
triage                         	 traɪɪʤ                         	 traɪɪʤ                        
zoologist                      	 zoʊɑləʤəst                     	 zoʊɑləʤəst                    
colic                          	 colic*                         	 kɑlɪk                         
electability                   	 ɪlɛktəbɪləti                   	 ɪlɛktəbɪləti                  
closets                        	 klɑzəts                        	 klɑzəts                       
ukrainians                     	 jukreniənz                     	 jukreniənz                    
wakes                          	 weks                           	 weks                          
psychogenic                    	 saɪkoʊʤɛnɪk                    	 saɪkəʤɛnɪk                    
downcast                       	 daʊnkæst                       	 daʊnkæst                      
configurating                  	 configurating*                 	 kənfɪgjəretɪŋ                 
ensured                        	 ɪnʃʊrd                         	 ɪnʃʊrd                        
harvests                       	 hɑrvəsts                       	 hɑrvəsts                      
spumoni                        	 spumoni*                       	 spəmɑni                       
screwless                      	 screwless*                     	 skruləs                       
dodd                           	 dɑd                            	 dɑd                           
microwaved                     	 maɪkroʊwevd                    	 maɪkroʊwevd                   
oomph                          	 umf                            	 umf                           
gladiola                       	 gladiola*                      	 glædioʊlə                     
stalkers                       	 stɔkərz                        	 stɔkərz                       
gristles                       	 gristles*                      	 grɪsəlz                       
slutty                         	 sləti                          	 sləti                         
directors                      	 dɪrɛktərz                      	 dɪrɛktərz                     
promiscuous                    	 proʊmɪskwəs                    	 proʊmɪskwəs                   
bangalow                       	 bangalow*                      	 bæŋgəloʊ                      
landing                        	 lændɪŋ                         	 lændɪŋ                        
smoothness                     	 smuðnəs                        	 smuðnəs                       
banbury                        	 bænbɛri                        	 bænbjəri                      
trun                           	 trun*                          	 trən                          
flotilla                       	 floʊtɪlə                       	 floʊtɪlə                      
yang                           	 jæŋ                            	 jæŋ                           
bars                           	 bɑrz                           	 bɑrz                          
lames                          	 lames*                         	 lemz                          
organa                         	 organa*                        	 ɔrgænə                        
lily                           	 lɪli                           	 lɪli                          
commendations                  	 commendations*                 	 kɑməndeʃənz                   
bootless                       	 bootless*                      	 butləs                        
err                            	 ɛr                             	 ɛr                            
grayed                         	 grayed*                        	 gred                          
trolled                        	 trolled*                       	 troʊld                        
paisans                        	 paisans*                       	 pezənz                        
milkmaid                       	 milkmaid*                      	 mɪlkmed                       
scuff                          	 skəf                           	 skəf                          
retrack                        	 retrack*                       	 ritræk                        
feuilleton                     	 feuilleton*                    	 fjuɪlətən                     
oscillator                     	 ɑsəletər                       	 ɑsəletər                      
blossom                        	 blɑsəm                         	 blɑsəm                        
tabor                          	 tebər                          	 tebər                         
paramecium                     	 pɛrəmisiəm                     	 pɛrəmɛʃəm                     
stick                          	 stɪk                           	 stɪk                          
hemp                           	 hɛmp                           	 hɛmp                          
legible                        	 lɛʤəbəl                        	 lɛʤəbəl                       
cupboards                      	 kəbərdz                        	 kəbərdz                       
defection                      	 dɪfɛkʃən                       	 dɪfɛkʃən                      
choya                          	 choya*                         	 ʧɔɪə                          
beneficially                   	 bɛnəfɪʃəli                     	 bɛnəfɪʃəli                    
wrought                        	 rɔt                            	 rɔt                           
varietals                      	 vəraɪətəlz                     	 vəraɪətəlz                    
lexicon                        	 lɛksɪkɑn                       	 lɛksɪkɑn                      
deemed                         	 dimd                           	 dimd                          
tailspin                       	 telspɪn                        	 telspɪn                       
endured                        	 ɪndʊrd                         	 ɪndʊrd                        
bundle                         	 bəndəl                         	 bəndəl                        
propagate                      	 prɑpəget                       	 prɑpəget                      
exerting                       	 ɪgzərtɪŋ                       	 ɪgzərtɪŋ                      
rectangles                     	 rɛktæŋgəlz                     	 rɛktæŋgəlz                    
nonrestricted                  	 nɑnrɪstrɪktɪd                  	 nɑnristrɪktɪd                 
tertius                        	 tərʃjɪs                        	 tərʃəs                        
freeware                       	 friwɛr                         	 friwɛr                        
subjugation                    	 subjugation*                   	 səbʤəgeʃən                    
lupine                         	 lupaɪn                         	 lupən                         
putterer                       	 pətərər                        	 pətərər                       
directives                     	 dɪrɛktɪvz                      	 dɪrɛktɪvz                     
texas                          	 tɛksəs                         	 tɛksəs                        
slapshot                       	 slapshot*                      	 slæpʃɑt                       
stravinsky                     	 strəvɪnski                     	 strævənski                    
thrall                         	 θrɔl                           	 θrɔl                          
ria                            	 riə                            	 riə                           
dirties                        	 dirties*                       	 dərtiz                        
organize                       	 ɔrgənaɪz                       	 ɔrgənaɪz                      
untranslatable                 	 untranslatable*                	 əntrænzletəbəl                
gunnels                        	 gənəlz                         	 gənəlz                        
peewees                        	 peewees*                       	 piwiz                         
flavors                        	 flevərz                        	 flevərz                       
burlesque                      	 bərlɛsk                        	 bərlɛsk                       
laryngoscope                   	 lɑrɪnʤəskoʊp                   	 lɑrɪŋgoʊp                     
hex                            	 hɛks                           	 hɛks                          
litmus                         	 lɪtməs                         	 lɪtməs                        
cartload                       	 cartload*                      	 kɑrtloʊd                      
traipses                       	 traipses*                      	 trepsɪz                       
dungaree                       	 dungaree*                      	 dəngɛri                       
sequelae                       	 sequelae*                      	 sikwəli                       
straggled                      	 strægəld                       	 strægəld                      
rightist                       	 raɪtɪst                        	 raɪtɪst                       
heller                         	 hɛlər                          	 hɛlər                         
unambiguously                  	 ənæmbɪgjuəsli                  	 ənæmbɪgjuəsli                 
magistrates                    	 mæʤɪstrets                     	 mæʤɪstrets                    
bennies                        	 bennies*                       	 bɛniz                         
touchdown                      	 təʧdaʊn                        	 təʧdaʊn                       
kidnapping                     	 kɪdnæpɪŋ                       	 kɪdnæpɪŋ                      
colourless                     	 colourless*                    	 kɑlərləs                      
phillippi                      	 fəlipi                         	 fɪlɪpi                        
confidence                     	 kɑnfədɛns                      	 kɑnfədɛns                     
assassins                      	 əsæsənz                        	 əsæsənz                       
suez                           	 suɛz                           	 suz                           
praise                         	 prez                           	 prez                          
peeks                          	 piks                           	 piks                          
roofs                          	 rufs                           	 rufs                          
stimulation                    	 stɪmjəleʃən                    	 stɪmjəleʃən                   
management                     	 mænɪʤmənt                      	 mænɪʤmənt                     
authorises                     	 authorises*                    	 ɔθəraɪzɪz                     
monstrously                    	 monstrously*                   	 mɑnstrəsli                    
cherries                       	 ʧɛriz                          	 ʧɛriz                         
cough                          	 kɔf                            	 kɔf                           
vivacious                      	 vəveʃəs                        	 vɪveʃəs                       
ticks                          	 tɪks                           	 tɪks                          
scrutinizing                   	 skrutənaɪzɪŋ                   	 skrutinɪŋ                     
dishpan                        	 dishpan*                       	 dɪʃpæn                        
leftovers                      	 lɛftoʊvərz                     	 lɛftoʊvərz                    
stock                          	 stɑk                           	 stɑk                          
cautiously                     	 kɔʃəsli                        	 kɔʃəsli                       
squelches                      	 squelches*                     	 skwɛlʧəz                      
interspace                     	 interspace*                    	 ɪntərspes                     
snoopers                       	 snoopers*                      	 snupərz                       
gunboats                       	 gənboʊts                       	 gənboʊts                      
waste                          	 west                           	 west                          
paints                         	 pents                          	 pents                         
vivat                          	 vivat*                         	 vɪvət                         
clothing                       	 kloʊðɪŋ                        	 kloʊðɪŋ                       
dhu                            	 dhu*                           	 du                            
lewis                          	 luɪs                           	 luɪs                          
smelliest                      	 smelliest*                     	 smɛliəst                      
median                         	 midiən                         	 midiən                        
multivitamin                   	 məltivaɪtəmən                  	 məltɪvətəmən                  
hist                           	 hist*                          	 hɪst                          
huron                          	 hjʊrɑn                         	 hjʊrən                        
stimulating                    	 stɪmjəletɪŋ                    	 stɪmjəletɪŋ                   
firstly                        	 fərstli                        	 fərstli                       
rimrock                        	 rimrock*                       	 rɪmrɑk                        
chisels                        	 ʧɪzəlz                         	 ʧɪzəlz                        
vomitoria                      	 vomitoria*                     	 vɑmətɔriə                     
nene                           	 nin                            	 nin                           
shepherd                       	 ʃɛpərd                         	 ʃɛpərd                        
ubiquity                       	 jubɪkwɪti                      	 jubɪkwɪti                     
fucked                         	 fəkt                           	 fəkt                          
lanes                          	 lenz                           	 lenz                          
matriarchs                     	 matriarchs*                    	 metriɑrks                     
sarongs                        	 sərɔŋz                         	 sərɔŋz                        
lodged                         	 lɑʤd                           	 lɑʤd                          
subcultures                    	 səbkəlʧərz                     	 səbkəlʧərz                    
breadstuffs                    	 breadstuffs*                   	 brɛdstəfs                     
withstanding                   	 wɪθstændɪŋ                     	 wɪθstændɪŋ                    
grotto                         	 grɑtoʊ                         	 grɑtoʊ                        
ug                             	 ug*                            	 əg                            
narcos                         	 nɑrkoʊs                        	 nɑrkoʊz                       
directional                    	 dɪrɛkʃɪnəl                     	 dɪrɛkʃɪnəl                    
modifying                      	 mɑdəfaɪɪŋ                      	 mɑdəfaɪɪŋ                     
retrocede                      	 retrocede*                     	 ritroʊsid                     
incursions                     	 ɪnkərʒənz                      	 ɪnkərʒənz                     
deftness                       	 deftness*                      	 dɛftnəs                       
historical                     	 hɪstɔrɪkəl                     	 hɪstɔrɪkəl                    
deactivator                    	 deactivator*                   	 diæktɪvetər                   
shirty                         	 shirty*                        	 ʃərti                         
surpluses                      	 sərpləsɪz                      	 sərplusɪz                     
corticospinal                  	 corticospinal*                 	 kɔrtɪkoʊspɪnəl                
pseudo                         	 sudoʊ                          	 sudoʊ                         
nauseous                       	 nɔʃəs                          	 nɔʃəs                         
prosecuted                     	 prɑsɪkjutɪd                    	 prɑsɪkjutɪd                   
derogated                      	 derogated*                     	 dɛrəgetɪd                     
invalidated                    	 ɪnvælɪdetɪd                    	 ɪnvælɪdetɪd                   
convector                      	 convector*                     	 kənvɛktər                     
sagging                        	 sægɪŋ                          	 sægɪŋ                         
nonrandom                      	 nonrandom*                     	 nɑnrændəm                     
weaponry                       	 wɛpənri                        	 wɛpənri                       
forming                        	 fɔrmɪŋ                         	 fɔrmɪŋ                        
overstaffed                    	 oʊvərstæft                     	 oʊvərstæft                    
toads                          	 toʊdz                          	 toʊdz                         
intestines                     	 ɪntɛstənz                      	 ɪntɛstənz                     
ringtail                       	 ringtail*                      	 rɪŋtel                        
flush                          	 fləʃ                           	 fləʃ                          
clown                          	 klaʊn                          	 klaʊn                         
chitlin                        	 ʧɪtlɪn                         	 ʧɪtlɪn                        
nuggets                        	 nəgəts                         	 nəgəts                        
enchiladas                     	 enchiladas*                    	 ɛnʧɪlædəz                     
kidnaps                        	 kɪdnæps                        	 kɪdnæps                       
stratagem                      	 strætəʤəm                      	 strætəʤəm                     
bedsore                        	 bedsore*                       	 bɛdsɔr                        
titmice                        	 titmice*                       	 tɪtmɪs                        
handicapping                   	 hændikæpɪŋ                     	 hændikæpɪŋ                    
rhea                           	 riə                            	 riə                           
edematous                      	 edematous*                     	 ɛdəmetəs                      
sinuses                        	 saɪnəsəz                       	 saɪnəsəz                      
perfectly                      	 pərfəktli                      	 pərfəktli                     
matriarch                      	 metriɑrk                       	 metriɑrk                      
roadside                       	 roʊdsaɪd                       	 roʊdsaɪd                      
carrousel                      	 kɛrəsɛl                        	 kɛrəsɛl                       
swayback                       	 swayback*                      	 swebæk                        
grenadier                      	 grenadier*                     	 grɛnədɪr                      
biologists                     	 baɪɑləʤɪsts                    	 baɪɑləʤɪsts                   
carriage                       	 kɛrəʤ                          	 kɛrɪʤ                         
commuters                      	 kəmjutərz                      	 kəmjutərz                     
harmonia                       	 hɑrmoʊniə                      	 hɑrmoʊniə                     
cannulation                    	 cannulation*                   	 kænjəleʃən                    
element                        	 ɛləmənt                        	 ɛləmənt                       
consonant                      	 kɑnsənənt                      	 kɑnsənənt                     
touts                          	 taʊts                          	 taʊts                         
twang                          	 twɑŋ                           	 twɑŋ                          
gether                         	 gether*                        	 gɛðər                         
ultimo                         	 ultimo*                        	 əltəmoʊ                       
crooked                        	 krʊkəd                         	 krʊkəd                        
enfolding                      	 enfolding*                     	 ɪnfoʊldɪŋ                     
maud                           	 mɔd                            	 mɔd                           
empirics                       	 empirics*                      	 ɛmpɪrəks                      
smash                          	 smæʃ                           	 smæʃ                          
defenseless                    	 dɪfɛnsləs                      	 dɪfɛnslɪs                     
contributions                  	 kɑntrəbjuʃənz                  	 kɑntrəbjuʃənz                 
triton                         	 traɪtən                        	 trɪtən                        
surrealistic                   	 sərilɪstɪk                     	 sərilɪstɪk                    
automated                      	 ɔtəmetɪd                       	 ɔtəmetɪd                      
newsmen                        	 nuzmɪn                         	 nuzmɪn                        
labelling                      	 labelling*                     	 lebəlɪŋ                       
sail                           	 sel                            	 sel                           
nuchal                         	 nuchal*                        	 nəʧəl                         
eyelid                         	 aɪlɪd                          	 aɪlɪd                         
ripen                          	 raɪpən                         	 raɪpən                        
oldie                          	 oʊldi                          	 oʊldi                         
stivers                        	 staɪvərz                       	 stɪvərz                       
triskaidekaphobia              	 triskaidekaphobia*             	 trɪskediə                     
discriminative                 	 dɪskrɪmənətɪv                  	 dɪskrɪmənətɪv                 
put                            	 pʊt                            	 pʊt                           
messes                         	 mɛsɪz                          	 mɛsɪz                         
invites                        	 ɪnvaɪts                        	 ɪnvaɪts                       
galoshes                       	 gəlɑʃɪz                        	 gəlɑʃɪz                       
motivating                     	 moʊtəvetɪŋ                     	 moʊtəvetɪŋ                    
rotch                          	 rotch*                         	 rɑʧ                           
impermeable                    	 impermeable*                   	 ɪmpərmiəbəl                   
governs                        	 gəvərnz                        	 gəvərnz                       
prioritized                    	 praɪɔrətaɪzd                   	 praɪərɪtəst                   
saurian                        	 saurian*                       	 sɔriən                        
prolixity                      	 prolixity*                     	 proʊlɪksəti                   
unapproved                     	 ənəpruvd                       	 ənəpruvd                      
totty                          	 tɑti                           	 tɑti                          
donning                        	 dɑnɪŋ                          	 dɑnɪŋ                         
arrogantly                     	 ɛrəgəntli                      	 ɛrəgəntli                     
insectivore                    	 insectivore*                   	 ɪnsɛktɪvər                    
ovulations                     	 oʊvjəleʃənz                    	 oʊvjəleʃənz                   
cellars                        	 sɛlərz                         	 sɛlərz                        
own                            	 oʊn                            	 oʊn                           
gingham                        	 gɪŋəm                          	 gɪŋəm                         
greatness                      	 gretnəs                        	 gretnəs                       
bucketful                      	 bucketful*                     	 bəkətfʊl                      
subfloors                      	 subfloors*                     	 səbflɔrz                      
jauntily                       	 ʤɔntəli                        	 ʤɔntəli                       
pesetas                        	 pəsetəz                        	 pəsetəz                       
redbones                       	 redbones*                      	 ridboʊnz                      
fuckhead                       	 fuckhead*                      	 fəkhɛd                        
approaching                    	 əproʊʧɪŋ                       	 əproʊʧɪŋ                      
obviousness                    	 obviousness*                   	 ɑbviəsnəs                     
recommend                      	 rɛkəmɛnd                       	 rɛkəmɛnd                      
verify                         	 vɛrəfaɪ                        	 vɛrəfaɪ                       
barranca                       	 barranca*                      	 bɛrənkɑ                       
investiture                    	 ɪnvɛstəʧər                     	 ɪnvɛstətər                    
stingrays                      	 stingrays*                     	 stɪŋgrez                      
washwoman                      	 washwoman*                     	 wɑʃwʊmən                      
bassist                        	 besɪst                         	 besɪst                        
methotrexate                   	 mɛθoʊtrɛkset                   	 mɛθətrɛkset                   
varicose                       	 varicose*                      	 vɛrəkoʊs                      
valium                         	 væliəm                         	 væljəm                        
bodywork                       	 bodywork*                      	 bɑdiwərk                      
goblets                        	 goblets*                       	 gɑbləts                       
suds                           	 sədz                           	 sədz                          
booboo                         	 booboo*                        	 bubu                          
eviscerates                    	 eviscerates*                   	 əvɪsərets                     
madonnas                       	 madonnas*                      	 mədɑnəz                       
neurologic                     	 nʊrəlɑʤɪk                      	 nʊrəlɑʤɪk                     
reprise                        	 rɪpriz                         	 rɪpriz                        
quintillions                   	 quintillions*                  	 kwɪntɪljənz                   
jasmin                         	 ʤæzmɪn                         	 ʤæzmɪn                        
technicolor                    	 tɛknɪkələr                     	 tɛknɪkələr                    
therapists                     	 θɛrəpɪsts                      	 θɛrəpɪsts                     
destabilization                	 distebələzeʃən                 	 distæbɪlɪzeʃən                
tercel                         	 tərsəl                         	 tərsəl                        
childproof                     	 childproof*                    	 ʧaɪldpruf                     
boundless                      	 baʊndləs                       	 baʊndləs                      
reliant                        	 rɪlaɪənt                       	 rɪlaɪənt                      
woodbury                       	 wʊdbɛri                        	 wʊdbjəri                      
demi                           	 dɛmi                           	 dɛmi                          
nebuchadnezzar                 	 nebuchadnezzar*                	 nɛbjəʧædnər                   
jammers                        	 ʤæmərz                         	 ʤæmərz                        
portico                        	 pɔrtəkoʊ                       	 pɔrtɪkoʊ                      
reassessment                   	 riəsɛsmənt                     	 riəsɛsmənt                    
flexed                         	 flɛkst                         	 flɛkst                        
desk                           	 dɛsk                           	 dɛsk                          
codebooks                      	 codebooks*                     	 koʊdbʊks                      
opportunists                   	 ɑpərtunɪsts                    	 ɑpərtunɪsts                   
contortionists                 	 contortionists*                	 kəntɔrʃənɪsts                 
glasswork                      	 glasswork*                     	 glæswərk                      
singly                         	 sɪŋgli                         	 sɪŋgli                        
documentation                  	 dɑkjəmɛnteʃən                  	 dɑkjəmɛnteʃən                 
superheated                    	 supərhitɪd                     	 supərhitɪd                    
tos                            	 tos*                           	 toʊz                          
precepts                       	 prisɛpts                       	 prisɛpts                      
surrendered                    	 sərɛndərd                      	 sərɛndərd                     
narcoleptic                    	 narcoleptic*                   	 nɑrkoʊlɛptɪk                  
chimes                         	 ʧaɪmz                          	 ʧaɪmz                         
halas                          	 hɑləz                          	 heləz                         
swarmed                        	 swɔrmd                         	 swɔrmd                        
slanting                       	 slæntɪŋ                        	 slæntɪŋ                       
kickboxing                     	 kickboxing*                    	 kɪkbɑksɪŋ                     
donald                         	 dɑnəld                         	 doʊnəld                       
yappers                        	 yappers*                       	 jæpərz                        
reconcentration                	 reconcentration*               	 rɛkənsɛntreʃən                
goslings                       	 goslings*                      	 gɑslɪŋz                       
pursuers                       	 pərsuərz                       	 pərsuərz                      
mere                           	 mɪr                            	 mɪr                           
advertise                      	 ædvərtaɪz                      	 ædvərtaɪz                     
regularize                     	 regularize*                    	 rɛgjələraɪz                   
occult                         	 əkəlt                          	 əkəlt                         
digitalized                    	 digitalized*                   	 dɪʤətælaɪzd                   
engrossing                     	 ɪngroʊsɪŋ                      	 ɪngroʊsɪŋ                     
winningest                     	 wɪnɪŋəst                       	 wɪnɪnɪŋ                       
carillons                      	 carillons*                     	 kɛrɪlənz                      
cinematographers               	 cinematographers*              	 sɪnɪmətɑgrəfərz               
activity                       	 æktɪvɪti                       	 æktɪvɪti                      
scapegoating                   	 skepgoʊtɪŋ                     	 skepgoʊtɪŋ                    
lacerations                    	 læsəreʃənz                     	 læsəreʃənz                    
supplements                    	 səpləmɛnts                     	 səpləmɛnts                    
dehydrating                    	 dehydrating*                   	 dihaɪdretɪŋ                   
curative                       	 kjʊrətɪv                       	 kjʊrətɪv                      
lateral                        	 lætərəl                        	 lætərəl                       
moderately                     	 mɑdərətli                      	 mɑdərətli                     
coincidences                   	 koʊɪnsədənsɪz                  	 koʊɪnsədənsɪz                 
notarized                      	 notarized*                     	 noʊtəraɪzd                    
partie                         	 partie*                        	 pɑrti                         
trickery                       	 trɪkəri                        	 trɪkəri                       
recalculated                   	 rikælkjəletɪd                  	 rikælkjəletɪd                 
zee                            	 zi                             	 zi                            
coin                           	 kɔɪn                           	 kɔɪn                          
materialistic                  	 mətɪriəlɪstɪk                  	 mətɪriəlɪstɪk                 
passover                       	 pæsoʊvər                       	 pæsoʊvər                      
yer                            	 jər                            	 jər                           
variance                       	 vɛriəns                        	 vɛriəns                       
proximal                       	 prɑksəməl                      	 prɑksəməl                     
legwork                        	 lɛgwərk                        	 lɛgwərk                       
heavenward                     	 heavenward*                    	 hɛvənwərd                     
muzzler                        	 muzzler*                       	 məzlər                        
idiotically                    	 ɪdiɑtɪkli                      	 ɪdiɑtɪkli                     
sublieutenant                  	 sublieutenant*                 	 səbliutɛnənt                  
biz                            	 bɪz                            	 bɪz                           
blackhead                      	 blackhead*                     	 blækhɛd                       
athletically                   	 æθlɛtɪkli                      	 æθlɛtɪkli                     
earl                           	 ərl                            	 ərl                           
vaunce                         	 vaunce*                        	 vɔns                          
berk                           	 bərk                           	 bərk                          
gurney                         	 gərni                          	 gərni                         
johnnie                        	 ʤɑni                           	 ʤɑni                          
